,x,y,0,1,2,3
0,78,0,8.249999999999982,8.329999999999991,8.169999999999973,8.169999999999973
1,79,0,0.0,0.0,0.0,0.0
2,78,1,8.249999999999982,8.249999999999982,-0.08000000000001789,8.089999999999964
3,79,1,8.329999999999991,8.249999999999982,8.169999999999973,8.169999999999973
4,79,2,8.249999999999982,8.169999999992408,8.089999968681187,-0.0800000278477671
5,77,0,8.169999999999973,8.249999999999982,8.089999999999964,8.089999999999964
6,79,3,8.169999999999973,8.08883922353915,8.004510835428412,-0.16015124619530077
7,77,1,8.169999999999973,8.169999999999973,-0.1600000000000269,8.009999999999955
8,76,1,8.089999999999964,8.089999999999964,-0.24000000000003585,7.929999999999952
9,75,1,8.009999999999955,8.009999999999955,-0.3200000000000449,7.849999999999948
10,76,0,8.089999999999964,8.169999999999973,8.009999999999955,8.009999999999955
11,79,4,8.089999999999964,8.002481401186495,7.898637447767167,-0.2395710463578722
12,75,0,8.009999999999955,8.089999999999964,7.929999999999952,7.929999999999952
13,74,1,7.929999999999952,7.929999999999952,-0.40000000000004854,7.7699999999999445
14,79,5,8.009999999999955,7.85031389234206,7.663177799837063,-0.3256233587351124
15,79,6,7.929999999999952,7.6266413987119135,6.81610143271065,-0.4251794273025396
16,79,7,7.849999999999948,6.470609364337357,-0.5820183448803573,-0.6327726658533818
17,73,1,7.849999999999948,7.849999999999948,7.689999999999941,-0.48000000000005216
18,74,0,7.929999999999952,8.009999999999955,7.849999999999948,7.849999999999948
19,73,0,7.849999999999948,7.929999999999952,7.7699999999999445,-0.40000000000004854
20,73,2,7.7699999999999445,-0.560000000000056,7.609999999999937,-0.560000000000056
21,73,3,7.689999999999941,-0.6400000000000596,-0.6400000000000596,7.529999999999934
22,72,3,-0.7200000000000633,7.609999999999937,-0.7200000000000633,7.44999999999993
23,71,3,7.369999999999926,7.529999999999934,-0.8000000000000669,-0.8000000000000669
24,71,2,7.289999999999923,-0.8800000000000705,7.44999999999993,-0.8800000000000705
25,71,1,7.209999999999919,-0.9600000000000741,7.369999999999926,7.209999999999919
26,77,3,-3.840000000000206,-3.840000000000206,4.329999999999789,4.489999999999796
27,76,3,-3.7600000000002023,4.409999999999792,-3.7600000000002023,4.5699999999997996
28,77,4,4.409999999999792,-3.9200000000002095,4.249999999999785,-3.9200000000002095
29,77,5,4.329999999999789,-4.000000000000215,4.169999999999781,-4.000000000000215
30,77,6,4.249999999999785,-4.080000000000219,4.089999999999778,-4.080000000000219
31,77,7,4.169999999999781,-4.160000000000222,-4.160000000000222,4.009999999999774
32,75,3,-3.6800000000001987,4.489999999999796,4.649999999999803,-3.6800000000001987
33,75,4,4.5699999999997996,-3.600000000000195,4.729999999999807,-3.600000000000195
34,75,5,4.649999999999803,-3.5200000000001914,-3.5200000000001914,4.80999999999981
35,74,5,-3.440000000000188,4.729999999999807,-3.440000000000188,4.889999999999814
36,73,5,-3.360000000000184,4.80999999999981,-3.360000000000184,4.969999999999818
37,72,5,-3.2800000000001805,4.889999999999814,-3.2800000000001805,5.049999999999821
38,71,5,-3.200000000000177,4.969999999999818,5.129999999999825,-3.200000000000177
39,71,6,5.049999999999821,-3.1200000000001733,5.2099999999998285,-3.1200000000001733
40,71,7,5.129999999999825,5.129999999999825,5.289999999999832,-3.0400000000001697
41,71,8,5.2099999999998285,-2.960000000000166,5.369999999999836,-2.960000000000166
42,72,7,-3.1200000000001733,5.049999999999821,-3.1200000000001733,5.2099999999998285
43,73,7,-3.201584353066914,-3.2110929542089104,-3.2186406836163814,5.129999999999825
44,71,9,5.289999999999832,-2.8800000000001624,5.289999999999832,5.449999999999839
45,71,10,5.369999999999836,-2.960000000000166,5.2099999999998285,-2.960000000000166
46,71,11,5.289999999999832,-3.050634777728287,-3.0436766760519975,-3.050359908001097
47,70,9,-2.800000000000159,5.369999999999836,-2.800000000000159,5.529999999999843
48,69,9,-2.720000000000155,5.449999999999839,-2.720000000000155,5.609999999999847
49,68,9,-2.6400000000001516,5.529999999999843,-2.6400000000001516,5.68999999999985
50,76,7,-4.240000000000226,4.089999999999778,-4.240000000000226,3.9299999999997723
51,75,7,-4.320000000000229,4.009999999999774,3.8499999999997705,-4.320000000000229
