,x,y,0,1,2,3
0,58,0,10.999999999999986,11.109999999999992,10.88999999999998,10.88999999999998
1,57,0,10.88999999999998,10.999999999999986,10.779999999999973,-0.1100000000000137
2,57,1,10.88999999999998,10.88999999999998,10.669999999999966,-0.2200000000000203
3,57,2,10.779999999999973,-0.33000000000002694,10.55999999999996,-0.33000000000002694
4,57,3,10.669999999999966,-0.4400000000000335,10.449999999999953,-0.4400000000000335
5,58,1,10.999999999999986,10.999999999999986,-0.1100000000000137,10.779999999999973
6,59,1,11.109999999999992,10.999999999999986,10.88999999999998,10.88999999999998
7,59,0,0.0,0.0,0.0,0.0
8,57,4,10.55999999999996,-0.5500000000000402,10.339999999999947,-0.5500000000000402
9,57,5,10.449999999999953,-0.6600000000000468,10.22999999999994,10.22999999999994
10,57,6,10.339999999999947,-0.7700000000000533,10.119999999999933,-0.7700000000000533
11,57,7,10.22999999999994,-0.95490288600136,-0.8969130635284713,-0.8965843743506664
12,56,5,-0.7700000000000533,10.339999999999947,-0.7700000000000533,10.119999999999933
13,55,5,10.009999999999927,10.22999999999994,-0.8800000000000598,-0.8800000000000598
14,59,2,10.999999999999986,10.88999999999998,10.779999999999973,-0.11000000000001359
15,59,3,10.88999999999998,10.779999999999973,10.669999999999966,-0.2200000000000203
16,59,4,10.779999999999973,10.669999999999966,10.55999999999996,-0.33000000000002694
17,55,4,9.89999999999992,-0.9900000000000664,10.119999999999933,-0.9900000000000664
18,59,5,10.669999999999966,10.55999999999996,10.449999999999953,-0.4400000000000335
19,55,3,-1.1000000000000734,-1.1000000000000734,10.009999999999927,9.789999999999914
20,54,3,-1.21000000000008,9.89999999999992,-1.21000000000008,9.679999999999907
21,53,3,-1.3200000000000864,9.789999999999914,-1.3200000000000864,9.5699999999999
22,52,3,-1.430000000000093,9.679999999999907,-1.430000000000093,9.459999999999894
23,51,3,9.349999999999888,9.5699999999999,9.349999999999888,-1.5400000000000995
24,51,2,9.239999999999881,-1.650000000000106,9.459999999999894,-1.650000000000106
25,51,4,9.459999999999894,-1.650000000000106,9.239999999999881,-1.650000000000106
26,51,5,9.349999999999888,9.128897591468709,-1.7600327904249489,-1.7616416211551036
27,52,5,-1.8970332955624956,8.944832302161348,-1.9249475358288353,9.239999999999881
28,53,5,-1.9537365957157662,-2.503209078509719,-2.1362223092576764,9.129999999999875
29,51,1,9.129999999999875,9.129999999999875,9.349999999999888,9.129999999999875
30,52,1,9.019999999999868,9.019999999999868,-1.8700000000001191,9.239999999999881
31,50,1,9.019999999999868,9.239999999999881,-1.8700000000001191,9.019999999999868
32,49,1,8.909999999999862,9.129999999999875,-1.9800000000001257,8.909999999999862
33,49,0,8.909999999999862,9.019999999999868,9.019999999999868,8.799999999999855
34,48,1,8.799999999999855,9.019999999999868,-2.090000000000133,8.799999999999855
35,47,1,8.689999999999849,8.909999999999862,8.689999999999849,-2.2000000000001396
36,47,2,8.799999999999855,-2.310000000000146,8.579999999999842,-2.310000000000146
37,47,3,8.689999999999849,8.469999999999835,-2.4200000000001527,8.469999999999835
38,46,3,-2.5300000000001557,8.579999999999842,-2.5300000000001592,8.359999999999829
39,45,3,-2.6400000000001658,8.469999999999835,8.249999999999822,-2.6400000000001658
40,45,4,8.359999999999829,-2.7500000000001723,8.139999999999816,-2.7500000000001723
41,45,5,8.249999999999822,-2.860000000000179,-2.860000000000179,8.02999999999981
42,44,5,-2.970000000000182,8.139999999999816,-2.9700000000001854,7.9199999999998045
43,43,5,-3.080000000000192,8.02999999999981,7.8099999999998,-3.080000000000192
44,48,3,-2.5300000000001592,8.359999999999829,-2.5300000000001592,8.579999999999842
45,47,0,8.689999999999849,8.799999999999855,8.799999999999855,-2.310000000000146
46,48,0,8.799999999999855,8.909999999999862,8.909999999999862,8.689999999999849
47,51,0,9.129999999999875,9.019999999999868,9.239999999999881,9.019999999999868
48,52,0,8.942800956304719,8.666596550680602,8.983109849241789,9.129999999999875
49,53,0,8.848520649102163,8.654804489262233,9.019999999999868,8.606836131545348
50,53,1,8.909950468721608,8.909883695652383,-1.9800402572177356,9.129999999999875
51,54,0,8.49970881116941,7.108714020831548,8.319159449688208,8.909999999999862
52,54,1,7.7354400228177385,8.46196274970529,-2.1692178744590818,9.019999999999868
53,55,0,6.3061494179281645,-4.544156834239394,0.6415211198364626,8.799999999999855
54,55,1,7.074636853641951,-2.835794557524108,-2.9490848783601065,8.909999999999862
55,50,0,9.019999999999868,9.129999999999875,9.129999999999875,8.909999999999862
56,49,3,-2.7907251292131807,-2.697214299867903,-2.736010863956717,8.469999999999835
57,43,6,7.9199999999998045,-3.1900000000001967,7.699999999999795,-3.190000000000193
58,43,7,7.8099999999998,-3.3000000000002014,7.58999999999979,-3.3000000000002014
59,43,8,7.699999999999795,-3.410000000000206,7.4799999999997855,-3.410000000000206
60,43,9,7.58999999999979,-3.520000000000211,-3.520000000000211,7.369999999999781
61,42,9,-3.6300000000002157,7.4799999999997855,-3.6300000000002157,7.259999999999776
62,41,9,-3.7400000000002205,7.369999999999781,-3.7400000000002205,7.149999999999771
63,40,9,-3.8500000000002252,7.259999999999776,-3.8500000000002252,7.0399999999997664
