,x,y,0,1,2,3
0,78,0,8.249999999999982,8.329999999999991,8.169999999999973,8.169999999999973
1,79,0,0.0,0.0,0.0,0.0
2,77,0,8.169999999999973,8.249999999999982,8.089999999999964,8.089999999999964
3,78,1,8.249999999999982,8.249999999999982,-0.08000000000001778,8.089999999999964
4,79,1,8.329999999999991,8.249999999999982,8.169999999999973,8.169999999999973
5,77,1,8.169999999999973,8.169999999999973,8.009999999999955,8.009999999999955
6,79,2,8.249999999999982,8.169999999999973,8.089999999999964,-0.08000000000001789
7,77,2,8.089999999999964,-0.24000000000003585,7.929999999999952,7.929999999999952
8,76,0,8.089999999999964,8.169999999999973,8.009999999999955,8.009999999999955
9,76,1,8.089999999999964,8.089999999999964,7.929999999999952,7.929999999999952
10,75,0,8.009999999999955,8.089999999999964,7.929999999999952,7.929999999999952
11,74,0,7.929999999999952,8.009999999999955,7.849999999999948,7.849999999999948
12,73,0,7.849999999999948,7.929999999999952,7.7699999999999445,-0.40000000000004854
13,74,1,7.929999999999952,7.929999999999952,-0.40000000000004854,7.7699999999999445
14,75,1,8.009999999999955,8.009999999999955,-0.3200000000000449,7.849999999999948
15,79,3,8.169999999999973,8.089999999999964,8.009999999999955,8.009999999999955
16,78,3,-0.24000000000003585,8.089999999999964,-0.24000000000003585,7.929999999999952
17,76,2,8.009999999999955,8.009999999999955,7.849999999999948,-0.3200000000000449
18,77,3,8.009999999999955,8.009999999999955,7.849999999999948,7.849999999999948
19,76,3,7.929999999999952,7.929999999999952,7.7699999999999445,7.7699999999999445
20,75,3,-0.48000000000005216,7.849999999999948,7.689999999999941,7.689999999999941
21,75,4,7.7699999999999445,7.7699999999999445,7.609999999999937,7.609999999999937
22,74,4,7.689999999999941,7.689999999999941,7.529999999999934,-0.6400000000000596
23,74,3,-0.560000000000056,7.7699999999999445,7.609999999999937,7.609999999999937
24,73,3,7.689999999999941,7.689999999999941,-0.6400000000000596,7.529999999999934
25,73,2,7.7699999999999445,-0.560000000000056,7.609999999999937,7.609999999999937
26,73,1,7.849999999999948,7.849999999999948,7.689999999999941,-0.48000000000005216
27,79,4,8.089999999999964,8.009999999999955,7.929999999999952,-0.24000000000003585
28,79,5,8.009999999999955,7.929999999999952,7.849999999999948,-0.3200000000000449
29,77,4,7.929999999999952,-0.40000000000004854,7.7699999999999445,7.7699999999999445
30,76,4,7.849999999999948,7.849999999999948,7.689999999999941,7.689999999999941
31,77,5,7.849999999999948,-0.4800000000000517,7.689999999999941,7.689999999999941
32,79,6,7.929999999999952,7.849999999999948,7.7699999999999445,7.7699999999999445
33,79,7,7.849999999999948,7.7699999999999445,7.689999999999941,-0.48000000000005216
34,79,8,7.7699999999999445,7.689999999999941,7.609999999999937,-0.560000000000056
35,79,9,7.689999999999941,7.609999999999937,7.529999999999934,7.529999999999934
36,78,9,-0.7200000000000633,7.609999999999937,-0.7200000000000633,7.44999999999993
37,77,9,-0.8000000000000669,7.529999999999934,7.369999999999926,7.369999999999926
38,77,10,7.44999999999993,-0.8800000000000705,7.289999999999923,-0.8800000000000705
39,76,9,7.44999999999993,7.44999999999993,-0.8800000000000696,7.289999999999923
40,76,8,7.529999999999934,-0.8000000000000669,7.369999999999926,7.369999999999926
41,75,9,7.369999999999926,7.369999999999926,7.209999999999919,7.209999999999919
42,75,10,7.289999999999923,-1.0400000000000782,7.1299999999999155,7.1299999999999155
43,74,10,7.209999999999919,7.209999999999919,7.049999999999912,7.049999999999912
44,74,11,7.1299999999999155,7.1299999999999155,6.969999999999908,6.969999999999908
45,73,10,7.1299999999999155,7.1299999999999155,6.969999999999908,-1.2000000000000854
46,74,9,7.289999999999923,7.289999999999923,7.1299999999999155,7.1299999999999155
47,75,8,7.44999999999993,7.44999999999993,7.289999999999923,7.289999999999923
48,75,7,-0.8000000000000669,7.529999999999934,7.369999999999926,7.369999999999926
49,74,7,7.44999999999993,7.44999999999993,7.289999999999923,7.289999999999923
50,74,8,7.369999999999926,7.369999999999926,7.209999999999919,-0.9600000000000741
51,75,11,7.209999999999919,7.209999999999919,-1.1200000000000818,7.049999999999912
52,73,11,7.049999999999912,7.049999999999912,6.889999999999905,-1.2800000000000873
