,x,y,0,1,2,3
0,58,0,10.999999999999986,11.109999999999992,10.88999999999998,10.88999999999998
1,59,0,0.0,0.0,0.0,0.0
2,57,0,10.88999999999998,10.999999999999986,10.779999999999973,-0.11000000000001359
3,58,1,10.999999999999986,10.999999999999986,10.779999999999973,10.779999999999973
4,58,2,10.88999999999998,10.88999999999998,10.669999999999966,10.669999999999966
5,59,1,11.109999999999992,10.999999999999986,10.88999999999998,10.88999999999998
6,59,2,10.999999999999986,10.88999999999998,10.779999999999973,10.779999999999973
7,57,1,10.88999999999998,10.88999999999998,10.669999999999966,-0.22000000000002007
8,57,2,10.779999999999973,10.779999999999973,10.55999999999996,-0.33000000000002694
9,57,3,10.669999999999966,10.669999999999966,10.449999999999953,-0.4400000000000335
10,57,4,10.55999999999996,-0.5500000000000402,10.339999999999947,10.339999999999947
11,58,3,10.779999999999973,10.779999999999973,-0.3300000000000265,10.55999999999996
12,59,3,10.88999999999998,10.779999999999973,10.669999999999966,10.669999999999966
13,59,4,10.779999999999973,10.669999999999966,10.55999999999996,-0.33000000000002694
14,59,5,10.669999999999966,10.55999999999996,10.449999999999953,-0.4400000000000335
15,59,6,10.55999999999996,10.449999999999953,10.339999999999947,-0.5500000000000402
16,56,4,-0.6600000000000459,10.449999999999953,10.22999999999994,10.22999999999994
17,56,5,10.339999999999947,10.339999999999947,-0.7700000000000533,10.119999999999933
18,57,5,10.449999999999953,-0.6600000000000468,10.22999999999994,10.22999999999994
19,57,6,10.339999999999947,-0.7700000000000533,10.119999999999933,-0.7700000000000533
20,55,0,9.789859166799802,-1.2100660502069178,9.89999999999992,9.6798535116897
21,55,1,9.789999999999914,-1.1000000000000734,10.009999999999927,9.789999999999914
22,54,0,9.679982848481893,9.789999999999914,9.789999999999914,9.569953309284125
23,53,0,9.569898808366368,9.679999999999907,9.679999999999907,9.459971884349901
24,54,1,9.679999999999907,9.89999999999992,-1.2100000000000781,9.679999999999907
25,53,1,9.5699999999999,9.789999999999914,-1.3200000000000864,9.5699999999999
26,52,1,9.459999999999894,9.679999999999907,-1.430000000000093,9.459999999999894
27,55,2,9.89999999999992,-0.9900000000000664,10.119999999999933,-0.9900000000000664
28,52,0,9.459812809643582,9.5699999999999,9.5699999999999,9.349680535012995
29,51,0,9.34987071363506,9.459999999999894,9.459999999999894,9.238087288464955
30,51,1,9.349999999999888,9.5699999999999,9.5699999999999,9.349999999999888
31,50,0,9.23815229067064,9.349999999999888,9.335105109560768,8.87929328188509
32,50,1,9.239999999999881,9.459999999999894,-1.650000000000106,9.239999999999881
33,49,1,9.129999999999875,9.349999999999888,-1.7600000000001126,9.129999999999875
34,49,0,9.129046665585753,9.239999999999881,9.239999999999881,9.01847637811748
35,48,0,9.012772252527768,9.129999999999875,9.127659106220133,8.897217390814989
36,47,0,8.799381681285276,9.019999999999868,8.700734963821663,-2.127294461168944
37,51,2,9.459999999999894,-1.430000000000093,9.679999999999907,-1.430000000000093
38,51,3,9.5699999999999,9.789999999999914,9.5699999999999,9.5699999999999
39,52,3,-1.21000000000008,9.89999999999992,-1.2100000000000781,9.679999999999907
40,53,3,-1.1000000000000734,10.009999999999927,-1.1000000000000734,9.789999999999914
41,54,3,-0.9900000000000664,10.119999999999933,-0.9900000000000664,9.89999999999992
42,55,3,10.009999999999927,-0.8800000000000598,10.22999999999994,10.009999999999927
43,55,4,10.119999999999933,10.339999999999947,10.119999999999933,-0.7700000000000533
44,55,5,10.22999999999994,10.22999999999994,10.009999999999927,-0.8800000000000598
45,55,6,10.119999999999933,-0.9900000000000664,9.89999999999992,-0.9900000000000664
46,50,3,-1.4300000000000912,9.679999999999907,-1.4300000000000912,9.459999999999894
47,51,4,9.679999999999907,-1.4300000000000912,9.459999999999894,-1.430000000000093
48,48,1,9.019999999999868,9.239999999999881,9.239999999999881,9.019999999999868
49,48,2,9.129999999999875,-1.7600000000001126,9.349999999999888,9.129999999999875
50,47,2,9.019999999999868,9.239999999999881,9.239999999999881,9.019999999999868
51,49,3,-1.5400000000000977,9.5699999999999,-1.5400000000000995,9.349999999999888
52,48,3,9.239999999999881,9.459999999999894,-1.6500000000001043,9.239999999999881
53,51,5,9.5699999999999,9.349999999999888,-1.5400000000000995,9.349999999999888
54,50,5,-1.650000000000106,9.459999999999894,-1.6500000000001043,9.239999999999881
55,52,5,-1.6500119530111086,9.239597104876404,-1.6499590591522382,9.459999999999894
56,49,5,-1.7600000000001108,9.349999999999888,9.129999999999875,9.129999999999875
57,49,6,9.239999999999881,-1.8700000000001191,9.239999999999881,9.019999999999868
58,49,7,9.129999999999875,9.349999999999888,-1.7600000000001126,9.129999999999875
59,50,7,-1.650000000000106,9.459999999999894,-1.650000000000106,9.239999999999881
60,48,7,9.019999999999868,9.239999999999881,-1.8700000000001191,9.019999999999868
61,48,6,9.129999999999875,9.129999999999875,9.129999999999875,8.909999999999862
62,47,7,8.909999999999862,9.129999999999875,-1.9800000000001257,8.909999999999862
63,47,6,9.019999999999868,9.019999999999868,9.019999999999868,-2.090000000000133
64,47,5,-1.9800000000001239,9.129999999999875,8.909999999999862,8.909999999999862
65,48,5,-1.8700000000001173,9.239999999999881,9.019999999999868,9.019999999999868
66,46,5,-2.090000000000133,9.019999999999868,-2.090000000000133,8.799999999999855
67,46,7,-2.0900000000001295,9.019999999999868,-2.0900000000001295,8.799999999999855
68,45,7,-2.2000000000001396,8.909999999999862,8.689999999999849,8.689999999999849
69,45,8,8.799999999999855,-2.310000000000146,8.579999999999842,-2.3100000000001426
70,45,9,8.689999999999849,8.469999999999835,8.469999999999835,-2.4200000000001527
71,45,10,8.579999999999842,-2.5300000000001557,8.359999999999829,8.359999999999829
72,44,10,-2.6400000000001658,8.469999999999835,8.249999999999822,8.249999999999822
73,45,11,8.469999999999835,-2.6400000000001658,8.249999999999822,8.249999999999822
74,44,7,-2.3100000000001426,8.799999999999855,-2.3100000000001426,8.579999999999842
75,53,5,-1.8444333124373642,-2.4232536871773647,-2.032232163701285,9.349999999999888
76,45,5,8.909999999999862,8.909999999999862,-2.200000000000136,8.689999999999849
