episode,t,obs,act,rew
0,0,"(0, 19)",0,-0.17
0,1,"(0, 18)",1,-0.17
0,2,"(1, 18)",1,-16.67
0,3,"(1, 18)",0,-0.17
0,4,"(1, 17)",0,-0.17
0,5,"(1, 16)",1,-16.67
0,6,"(1, 16)",0,-0.17
0,7,"(1, 15)",1,-0.17
0,8,"(2, 15)",1,-0.17
0,9,"(3, 15)",2,-0.17
0,10,"(3, 16)",1,-16.67
0,11,"(3, 16)",2,-0.17
0,12,"(3, 17)",1,-0.17
0,13,"(4, 17)",1,-0.17
0,14,"(5, 17)",2,-0.17
0,15,"(5, 18)",2,-0.17
0,16,"(5, 19)",1,-0.17
0,17,"(6, 19)",1,-0.17
0,18,"(7, 19)",1,-0.17
0,19,"(8, 19)",1,-0.17
0,20,"(9, 19)",1,-0.17
0,21,"(10, 19)",1,-0.17
0,22,"(11, 19)",1,-0.17
0,23,"(12, 19)",1,-0.17
0,24,"(13, 19)",1,-0.17
0,25,"(14, 19)",1,-0.17
0,26,"(15, 19)",0,-0.17
0,27,"(15, 18)",1,-16.67
0,28,"(15, 18)",0,-0.17
0,29,"(15, 17)",3,-0.17
0,30,"(14, 17)",3,-0.17
0,31,"(13, 17)",0,-0.17
0,32,"(13, 16)",0,-0.17
0,33,"(13, 15)",0,-0.17
0,34,"(13, 14)",0,-0.17
0,35,"(13, 13)",3,-0.17
0,36,"(12, 13)",3,-0.17
0,37,"(11, 13)",0,-0.17
0,38,"(11, 12)",0,-0.17
0,39,"(11, 11)",1,-0.17
0,40,"(12, 11)",1,-0.17
0,41,"(13, 11)",1,-0.17
0,42,"(14, 11)",1,-0.17
0,43,"(15, 11)",0,-0.17
0,44,"(15, 10)",0,-0.17
0,45,"(15, 9)",0,-0.17
0,46,"(15, 8)",0,-0.17
0,47,"(15, 7)",0,-0.17
0,48,"(15, 6)",0,-0.17
0,49,"(15, 5)",0,-0.17
0,50,"(15, 4)",0,-0.17
0,51,"(15, 3)",0,-0.17
0,52,"(15, 2)",0,-0.17
0,53,"(15, 1)",1,-0.17
0,54,"(16, 1)",1,-0.17
0,55,"(17, 1)",1,-0.17
0,56,"(18, 1)",1,-0.17
0,57,"(19, 1)",2,-0.17
0,58,"(19, 2)",2,-0.17
0,59,"(19, 3)",2,-0.17
0,60,"(19, 4)",2,-0.17
0,61,"(19, 5)",3,-0.17
0,62,"(18, 5)",3,-0.17
0,63,"(17, 5)",2,-0.17
0,64,"(17, 6)",2,-0.17
0,65,"(17, 7)",2,-0.17
0,66,"(17, 8)",2,-0.17
0,67,"(17, 9)",2,-0.17
0,68,"(17, 10)",2,-0.17
0,69,"(17, 11)",2,-0.17
0,70,"(17, 12)",2,-0.17
0,71,"(17, 13)",2,-0.17
0,72,"(17, 14)",2,-0.17
0,73,"(17, 15)",2,-0.17
0,74,"(17, 16)",2,-0.17
0,75,"(17, 17)",2,-0.17
0,76,"(17, 18)",2,-0.17
0,77,"(17, 19)",1,-0.17
0,78,"(18, 19)",1,-0.17
0,79,"(19, 19)",0,-0.17
0,80,"(19, 18)",0,-0.17
0,81,"(19, 17)",1,-0.17
0,82,"(20, 17)",1,-0.17
0,83,"(21, 17)",2,-0.17
0,84,"(21, 18)",2,-0.17
0,85,"(21, 19)",1,-0.17
0,86,"(22, 19)",1,-0.17
0,87,"(23, 19)",1,-0.17
0,88,"(24, 19)",1,-0.17
0,89,"(25, 19)",1,-0.17
0,90,"(26, 19)",1,-0.17
0,91,"(27, 19)",1,-0.17
0,92,"(28, 19)",1,-0.17
0,93,"(29, 19)",1,-0.17
0,94,"(30, 19)",1,-0.17
0,95,"(31, 19)",0,-0.17
0,96,"(31, 18)",0,-0.17
0,97,"(31, 17)",3,-0.17
0,98,"(30, 17)",3,-0.17
0,99,"(29, 17)",3,-0.17
0,100,"(28, 17)",3,-0.17
0,101,"(27, 17)",0,-0.17
0,102,"(27, 16)",0,-0.17
0,103,"(27, 15)",0,-0.17
0,104,"(27, 14)",0,-0.17
0,105,"(27, 13)",0,-0.17
0,106,"(27, 12)",0,-0.17
0,107,"(27, 11)",1,-0.17
0,108,"(28, 11)",1,-0.17
0,109,"(29, 11)",2,-0.17
0,110,"(29, 12)",2,-0.17
0,111,"(29, 13)",2,-0.17
0,112,"(29, 14)",2,-0.17
0,113,"(29, 15)",1,-0.17
0,114,"(30, 15)",1,-0.17
0,115,"(31, 15)",1,-0.17
0,116,"(32, 15)",1,-0.17
0,117,"(33, 15)",0,-0.17
0,118,"(33, 14)",0,-0.17
0,119,"(33, 13)",3,-0.17
0,120,"(32, 13)",3,-0.17
0,121,"(31, 13)",0,-0.17
0,122,"(31, 12)",0,-0.17
0,123,"(31, 11)",0,-0.17
