episode,t,obs,act,rew
0,0,"(0, 29)",1,-0.11
0,1,"(1, 29)",1,-11.11
0,2,"(1, 29)",0,-0.11
0,3,"(1, 28)",1,-11.11
0,4,"(1, 28)",0,-0.11
0,5,"(1, 27)",1,-0.11
0,6,"(2, 27)",1,-0.11
0,7,"(3, 27)",2,-0.11
0,8,"(3, 28)",2,-0.11
0,9,"(3, 29)",1,-0.11
0,10,"(4, 29)",1,-0.11
0,11,"(5, 29)",0,-0.11
0,12,"(5, 28)",0,-0.11
0,13,"(5, 27)",0,-0.11
0,14,"(5, 26)",0,-0.11
0,15,"(5, 25)",1,-0.11
0,16,"(6, 25)",1,-0.11
0,17,"(7, 25)",0,-0.11
0,18,"(7, 24)",0,-0.11
0,19,"(7, 23)",1,-0.11
0,20,"(8, 23)",1,-0.11
0,21,"(9, 23)",1,-0.11
0,22,"(10, 23)",1,-0.11
0,23,"(11, 23)",2,-0.11
0,24,"(11, 24)",2,-0.11
0,25,"(11, 25)",1,-0.11
0,26,"(12, 25)",1,-0.11
0,27,"(13, 25)",1,-0.11
0,28,"(14, 25)",1,-0.11
0,29,"(15, 25)",1,-0.11
0,30,"(16, 25)",1,-0.11
0,31,"(17, 25)",1,-11.11
0,32,"(17, 25)",3,-0.11
0,33,"(16, 25)",3,-0.11
0,34,"(15, 25)",2,-0.11
0,35,"(15, 26)",2,-0.11
0,36,"(15, 27)",2,-0.11
0,37,"(15, 28)",2,-0.11
0,38,"(15, 29)",1,-0.11
0,39,"(16, 29)",1,-0.11
0,40,"(17, 29)",1,-0.11
0,41,"(18, 29)",1,-0.11
0,42,"(19, 29)",1,-0.11
0,43,"(20, 29)",1,-0.11
0,44,"(21, 29)",1,-0.11
0,45,"(22, 29)",1,-0.11
0,46,"(23, 29)",1,-0.11
0,47,"(24, 29)",1,-0.11
0,48,"(25, 29)",1,-0.11
0,49,"(26, 29)",1,-0.11
0,50,"(27, 29)",1,-0.11
0,51,"(28, 29)",1,-0.11
0,52,"(29, 29)",1,-0.11
0,53,"(30, 29)",1,-0.11
0,54,"(31, 29)",1,-0.11
0,55,"(32, 29)",1,-0.11
0,56,"(33, 29)",0,-0.11
0,57,"(33, 28)",0,-0.11
0,58,"(33, 27)",1,-0.11
0,59,"(34, 27)",1,-0.11
0,60,"(35, 27)",0,-0.11
0,61,"(35, 26)",0,-0.11
0,62,"(35, 25)",0,-0.11
0,63,"(35, 24)",0,-0.11
0,64,"(35, 23)",1,-0.11
0,65,"(36, 23)",1,-0.11
0,66,"(37, 23)",0,-0.11
0,67,"(37, 22)",1,-11.11
0,68,"(37, 22)",2,-0.11
0,69,"(37, 23)",3,-0.11
0,70,"(36, 23)",3,-0.11
0,71,"(35, 23)",2,-0.11
0,72,"(35, 24)",2,-0.11
0,73,"(35, 25)",2,-0.11
0,74,"(35, 26)",2,-0.11
0,75,"(35, 27)",3,-0.11
0,76,"(34, 27)",3,-0.11
0,77,"(33, 27)",2,-0.11
0,78,"(33, 28)",2,-0.11
0,79,"(33, 29)",1,-0.11
0,80,"(34, 29)",1,-0.11
0,81,"(35, 29)",1,-0.11
0,82,"(36, 29)",1,-0.11
0,83,"(37, 29)",0,-0.11
0,84,"(37, 28)",0,-0.11
0,85,"(37, 27)",0,-0.11
0,86,"(37, 26)",0,-0.11
0,87,"(37, 25)",1,-0.11
0,88,"(38, 25)",1,-0.11
0,89,"(39, 25)",1,-0.11
0,90,"(40, 25)",1,-0.11
0,91,"(41, 25)",1,-0.11
0,92,"(42, 25)",1,-0.11
0,93,"(43, 25)",0,-0.11
0,94,"(43, 24)",0,-0.11
0,95,"(43, 23)",1,-0.11
0,96,"(44, 23)",1,-0.11
0,97,"(45, 23)",2,-0.11
0,98,"(45, 24)",2,-0.11
0,99,"(45, 25)",1,-0.11
0,100,"(46, 25)",1,-0.11
0,101,"(47, 25)",0,-0.11
0,102,"(47, 24)",0,-0.11
0,103,"(47, 23)",1,-0.11
0,104,"(48, 23)",1,-0.11
0,105,"(49, 23)",0,-0.11
0,106,"(49, 22)",0,-0.11
0,107,"(49, 21)",1,-0.11
0,108,"(50, 21)",1,-0.11
0,109,"(51, 21)",1,-0.11
0,110,"(52, 21)",1,-0.11
0,111,"(53, 21)",1,-0.11
0,112,"(54, 21)",1,-0.11
0,113,"(55, 21)",0,-0.11
0,114,"(55, 20)",0,-0.11
0,115,"(55, 19)",3,-0.11
0,116,"(54, 19)",3,-0.11
0,117,"(53, 19)",3,-0.11
0,118,"(52, 19)",3,-0.11
0,119,"(51, 19)",3,-0.11
0,120,"(50, 19)",3,-0.11
0,121,"(49, 19)",3,-0.11
0,122,"(48, 19)",3,-0.11
0,123,"(47, 19)",3,-0.11
0,124,"(46, 19)",3,-0.11
0,125,"(45, 19)",0,-0.11
0,126,"(45, 18)",0,-0.11
0,127,"(45, 17)",0,-0.11
0,128,"(45, 16)",0,-0.11
0,129,"(45, 15)",1,-0.11
0,130,"(46, 15)",1,-0.11
0,131,"(47, 15)",1,-0.11
0,132,"(48, 15)",1,-0.11
0,133,"(49, 15)",1,-0.11
0,134,"(50, 15)",1,-0.11
0,135,"(51, 15)",1,-0.11
0,136,"(52, 15)",1,-0.11
0,137,"(53, 15)",1,-0.11
0,138,"(54, 15)",1,-0.11
0,139,"(55, 15)",1,-0.11
0,140,"(56, 15)",1,-0.11
0,141,"(57, 15)",2,-0.11
0,142,"(57, 16)",2,-0.11
0,143,"(57, 17)",2,-0.11
0,144,"(57, 18)",2,-0.11
0,145,"(57, 19)",1,-0.11
0,146,"(58, 19)",1,-0.11
0,147,"(59, 19)",0,-0.11
0,148,"(59, 18)",0,-0.11
0,149,"(59, 17)",0,-0.11
0,150,"(59, 16)",0,-0.11
0,151,"(59, 15)",0,-0.11
0,152,"(59, 14)",0,-0.11
0,153,"(59, 13)",3,-0.11
0,154,"(58, 13)",3,-0.11
0,155,"(57, 13)",3,-0.11
