episode,t,obs,act,rew
0,0,"(0, 29)",1,-0.11
0,1,"(1, 29)",0,-0.11
0,2,"(1, 28)",0,-0.11
0,3,"(1, 27)",1,-0.11
0,4,"(2, 27)",1,-0.11
0,5,"(3, 27)",2,-0.11
0,6,"(3, 28)",2,-0.11
0,7,"(3, 29)",1,-0.11
0,8,"(4, 29)",1,-0.11
0,9,"(5, 29)",0,-0.11
0,10,"(5, 28)",0,-0.11
0,11,"(5, 27)",0,-0.11
0,12,"(5, 26)",0,-0.11
0,13,"(5, 25)",1,-0.11
0,14,"(6, 25)",1,-0.11
0,15,"(7, 25)",0,-0.11
0,16,"(7, 24)",0,-0.11
0,17,"(7, 23)",1,-0.11
0,18,"(8, 23)",1,-0.11
0,19,"(9, 23)",1,-0.11
0,20,"(10, 23)",1,-0.11
0,21,"(11, 23)",2,-0.11
0,22,"(11, 24)",2,-0.11
0,23,"(11, 25)",1,-0.11
0,24,"(12, 25)",1,-0.11
0,25,"(13, 25)",1,-0.11
0,26,"(14, 25)",1,-0.11
0,27,"(15, 25)",2,-0.11
0,28,"(15, 26)",2,-0.11
0,29,"(15, 27)",2,-0.11
0,30,"(15, 28)",2,-0.11
0,31,"(15, 29)",1,-0.11
0,32,"(16, 29)",1,-0.11
0,33,"(17, 29)",1,-0.11
0,34,"(18, 29)",1,-0.11
0,35,"(19, 29)",1,-0.11
0,36,"(20, 29)",1,-0.11
0,37,"(21, 29)",1,-0.11
0,38,"(22, 29)",1,-0.11
0,39,"(23, 29)",1,-0.11
0,40,"(24, 29)",1,-0.11
0,41,"(25, 29)",1,-0.11
0,42,"(26, 29)",1,-0.11
0,43,"(27, 29)",1,-0.11
0,44,"(28, 29)",1,-0.11
0,45,"(29, 29)",1,-0.11
0,46,"(30, 29)",1,-0.11
0,47,"(31, 29)",1,-0.11
0,48,"(32, 29)",1,-0.11
0,49,"(33, 29)",1,-0.11
0,50,"(34, 29)",1,-0.11
0,51,"(35, 29)",1,-0.11
0,52,"(36, 29)",1,-0.11
0,53,"(37, 29)",0,-0.11
0,54,"(37, 28)",0,-0.11
0,55,"(37, 27)",0,-0.11
0,56,"(37, 26)",0,-0.11
0,57,"(37, 25)",1,-0.11
0,58,"(38, 25)",1,-0.11
0,59,"(39, 25)",1,-0.11
0,60,"(40, 25)",1,-0.11
0,61,"(41, 25)",1,-0.11
0,62,"(42, 25)",1,-0.11
0,63,"(43, 25)",0,-0.11
0,64,"(43, 24)",0,-0.11
0,65,"(43, 23)",1,-0.11
0,66,"(44, 23)",1,-0.11
0,67,"(45, 23)",2,-0.11
0,68,"(45, 24)",2,-0.11
0,69,"(45, 25)",1,-0.11
0,70,"(46, 25)",1,-0.11
0,71,"(47, 25)",0,-0.11
0,72,"(47, 24)",0,-0.11
0,73,"(47, 23)",1,-0.11
0,74,"(48, 23)",1,-0.11
0,75,"(49, 23)",0,-0.11
0,76,"(49, 22)",0,-0.11
0,77,"(49, 21)",1,-0.11
0,78,"(50, 21)",1,-0.11
0,79,"(51, 21)",1,-0.11
0,80,"(52, 21)",1,-0.11
0,81,"(53, 21)",1,-0.11
0,82,"(54, 21)",1,-0.11
0,83,"(55, 21)",0,-0.11
0,84,"(55, 20)",0,-0.11
0,85,"(55, 19)",3,-0.11
0,86,"(54, 19)",3,-0.11
0,87,"(53, 19)",3,-0.11
0,88,"(52, 19)",3,-0.11
0,89,"(51, 19)",3,-0.11
0,90,"(50, 19)",3,-0.11
0,91,"(49, 19)",3,-0.11
0,92,"(48, 19)",3,-0.11
0,93,"(47, 19)",3,-0.11
0,94,"(46, 19)",3,-0.11
0,95,"(45, 19)",0,-0.11
0,96,"(45, 18)",0,-0.11
0,97,"(45, 17)",0,-0.11
0,98,"(45, 16)",0,-0.11
0,99,"(45, 15)",1,-0.11
0,100,"(46, 15)",1,-0.11
0,101,"(47, 15)",1,-0.11
0,102,"(48, 15)",1,-0.11
0,103,"(49, 15)",1,-0.11
0,104,"(50, 15)",1,-0.11
0,105,"(51, 15)",1,-0.11
0,106,"(52, 15)",1,-0.11
0,107,"(53, 15)",1,-0.11
0,108,"(54, 15)",1,-0.11
0,109,"(55, 15)",1,-0.11
0,110,"(56, 15)",1,-0.11
0,111,"(57, 15)",2,-0.11
0,112,"(57, 16)",2,-0.11
0,113,"(57, 17)",2,-0.11
0,114,"(57, 18)",2,-0.11
0,115,"(57, 19)",1,-0.11
0,116,"(58, 19)",1,-0.11
0,117,"(59, 19)",0,-0.11
0,118,"(59, 18)",0,-0.11
0,119,"(59, 17)",0,-0.11
0,120,"(59, 16)",0,-0.11
0,121,"(59, 15)",0,-0.11
0,122,"(59, 14)",0,-0.11
0,123,"(59, 13)",3,-0.11
0,124,"(58, 13)",3,-0.11
0,125,"(57, 13)",3,-0.11
0,126,"(56, 13)",3,-0.11
0,127,"(55, 13)",3,-0.11
0,128,"(54, 13)",3,-0.11
0,129,"(53, 13)",3,-0.11
0,130,"(52, 13)",3,-0.11
0,131,"(51, 13)",3,-0.11
0,132,"(50, 13)",3,-0.11
0,133,"(49, 13)",0,-0.11
0,134,"(49, 12)",0,-0.11
0,135,"(49, 11)",1,-0.11
0,136,"(50, 11)",1,-0.11
0,137,"(51, 11)",0,-0.11
0,138,"(51, 10)",0,-0.11
0,139,"(51, 9)",3,-0.11
0,140,"(50, 9)",3,-0.11
0,141,"(49, 9)",3,-0.11
0,142,"(48, 9)",3,-0.11
0,143,"(47, 9)",3,-0.11
0,144,"(46, 9)",3,-0.11
0,145,"(45, 9)",0,-0.11
0,146,"(45, 8)",0,-0.11
0,147,"(45, 7)",1,-0.11
0,148,"(46, 7)",1,-0.11
0,149,"(47, 7)",0,-0.11
0,150,"(47, 6)",0,-0.11
0,151,"(47, 5)",1,-0.11
0,152,"(48, 5)",1,-0.11
0,153,"(49, 5)",2,-0.11
0,154,"(49, 6)",2,-0.11
0,155,"(49, 7)",1,-0.11
0,156,"(50, 7)",1,-0.11
0,157,"(51, 7)",1,-0.11
0,158,"(52, 7)",1,-0.11
0,159,"(53, 7)",1,-0.11
0,160,"(54, 7)",1,-0.11
0,161,"(55, 7)",2,-0.11
0,162,"(55, 8)",2,-0.11
0,163,"(55, 9)",1,-0.11
0,164,"(56, 9)",1,-0.11
0,165,"(57, 9)",2,-0.11
0,166,"(57, 10)",2,-0.11
0,167,"(57, 11)",1,-0.11
0,168,"(58, 11)",1,-0.11
0,169,"(59, 11)",0,-0.11
0,170,"(59, 10)",0,-0.11
0,171,"(59, 9)",0,-0.11
0,172,"(59, 8)",0,-0.11
0,173,"(59, 7)",0,-0.11
0,174,"(59, 6)",0,-0.11
0,175,"(59, 5)",0,-0.11
0,176,"(59, 4)",0,-0.11
0,177,"(59, 3)",0,-0.11
0,178,"(59, 2)",0,-0.11
0,179,"(59, 1)",0,11.11
1,0,"(0, 29)",1,-0.11
1,1,"(1, 29)",0,-0.11
1,2,"(1, 28)",0,-0.11
1,3,"(1, 27)",1,-0.11
1,4,"(2, 27)",1,-0.11
1,5,"(3, 27)",2,-0.11
1,6,"(3, 28)",2,-0.11
1,7,"(3, 29)",1,-0.11
1,8,"(4, 29)",1,-0.11
1,9,"(5, 29)",0,-0.11
1,10,"(5, 28)",0,-0.11
1,11,"(5, 27)",0,-0.11
1,12,"(5, 26)",0,-0.11
1,13,"(5, 25)",1,-0.11
1,14,"(6, 25)",1,-0.11
1,15,"(7, 25)",0,-0.11
1,16,"(7, 24)",0,-0.11
1,17,"(7, 23)",1,-0.11
1,18,"(8, 23)",1,-0.11
1,19,"(9, 23)",1,-0.11
1,20,"(10, 23)",1,-0.11
1,21,"(11, 23)",2,-0.11
1,22,"(11, 24)",2,-0.11
1,23,"(11, 25)",1,-0.11
1,24,"(12, 25)",1,-0.11
1,25,"(13, 25)",1,-0.11
1,26,"(14, 25)",1,-0.11
1,27,"(15, 25)",2,-0.11
1,28,"(15, 26)",2,-0.11
1,29,"(15, 27)",2,-0.11
1,30,"(15, 28)",2,-0.11
1,31,"(15, 29)",1,-0.11
1,32,"(16, 29)",1,-0.11
1,33,"(17, 29)",1,-0.11
1,34,"(18, 29)",1,-0.11
1,35,"(19, 29)",1,-0.11
1,36,"(20, 29)",1,-0.11
1,37,"(21, 29)",1,-0.11
1,38,"(22, 29)",1,-0.11
1,39,"(23, 29)",1,-0.11
1,40,"(24, 29)",1,-0.11
1,41,"(25, 29)",1,-0.11
1,42,"(26, 29)",1,-0.11
1,43,"(27, 29)",1,-0.11
1,44,"(28, 29)",1,-0.11
1,45,"(29, 29)",1,-0.11
1,46,"(30, 29)",1,-0.11
1,47,"(31, 29)",1,-0.11
1,48,"(32, 29)",1,-0.11
1,49,"(33, 29)",1,-0.11
1,50,"(34, 29)",1,-0.11
1,51,"(35, 29)",1,-0.11
1,52,"(36, 29)",1,-0.11
1,53,"(37, 29)",0,-0.11
1,54,"(37, 28)",0,-0.11
1,55,"(37, 27)",0,-0.11
1,56,"(37, 26)",0,-0.11
1,57,"(37, 25)",1,-0.11
1,58,"(38, 25)",1,-0.11
1,59,"(39, 25)",1,-0.11
1,60,"(40, 25)",1,-0.11
1,61,"(41, 25)",1,-0.11
1,62,"(42, 25)",1,-0.11
1,63,"(43, 25)",0,-0.11
1,64,"(43, 24)",0,-0.11
1,65,"(43, 23)",1,-0.11
1,66,"(44, 23)",1,-0.11
1,67,"(45, 23)",2,-0.11
1,68,"(45, 24)",2,-0.11
1,69,"(45, 25)",1,-0.11
1,70,"(46, 25)",1,-0.11
1,71,"(47, 25)",0,-0.11
1,72,"(47, 24)",0,-0.11
1,73,"(47, 23)",1,-0.11
1,74,"(48, 23)",1,-0.11
1,75,"(49, 23)",0,-0.11
1,76,"(49, 22)",0,-0.11
1,77,"(49, 21)",1,-0.11
1,78,"(50, 21)",1,-0.11
1,79,"(51, 21)",1,-0.11
1,80,"(52, 21)",1,-0.11
1,81,"(53, 21)",1,-0.11
1,82,"(54, 21)",1,-0.11
1,83,"(55, 21)",0,-0.11
1,84,"(55, 20)",0,-0.11
1,85,"(55, 19)",3,-0.11
1,86,"(54, 19)",3,-0.11
1,87,"(53, 19)",3,-0.11
1,88,"(52, 19)",3,-0.11
1,89,"(51, 19)",3,-0.11
1,90,"(50, 19)",3,-0.11
1,91,"(49, 19)",3,-0.11
1,92,"(48, 19)",3,-0.11
1,93,"(47, 19)",3,-0.11
1,94,"(46, 19)",3,-0.11
1,95,"(45, 19)",0,-0.11
1,96,"(45, 18)",0,-0.11
1,97,"(45, 17)",0,-0.11
1,98,"(45, 16)",0,-0.11
1,99,"(45, 15)",1,-0.11
1,100,"(46, 15)",1,-0.11
1,101,"(47, 15)",1,-0.11
1,102,"(48, 15)",1,-0.11
1,103,"(49, 15)",1,-0.11
1,104,"(50, 15)",1,-0.11
1,105,"(51, 15)",1,-0.11
1,106,"(52, 15)",1,-0.11
1,107,"(53, 15)",1,-0.11
1,108,"(54, 15)",1,-0.11
1,109,"(55, 15)",1,-0.11
1,110,"(56, 15)",1,-0.11
1,111,"(57, 15)",2,-0.11
1,112,"(57, 16)",2,-0.11
1,113,"(57, 17)",2,-0.11
1,114,"(57, 18)",2,-0.11
1,115,"(57, 19)",1,-0.11
1,116,"(58, 19)",1,-0.11
1,117,"(59, 19)",0,-0.11
1,118,"(59, 18)",0,-0.11
1,119,"(59, 17)",0,-0.11
1,120,"(59, 16)",0,-0.11
1,121,"(59, 15)",0,-0.11
1,122,"(59, 14)",0,-0.11
1,123,"(59, 13)",3,-0.11
1,124,"(58, 13)",3,-0.11
1,125,"(57, 13)",3,-0.11
1,126,"(56, 13)",3,-0.11
1,127,"(55, 13)",3,-0.11
1,128,"(54, 13)",3,-0.11
1,129,"(53, 13)",3,-0.11
1,130,"(52, 13)",3,-0.11
1,131,"(51, 13)",3,-0.11
1,132,"(50, 13)",3,-0.11
1,133,"(49, 13)",0,-0.11
1,134,"(49, 12)",0,-0.11
1,135,"(49, 11)",1,-0.11
1,136,"(50, 11)",1,-0.11
1,137,"(51, 11)",0,-0.11
1,138,"(51, 10)",0,-0.11
1,139,"(51, 9)",3,-0.11
1,140,"(50, 9)",3,-0.11
1,141,"(49, 9)",3,-0.11
1,142,"(48, 9)",3,-0.11
1,143,"(47, 9)",3,-0.11
1,144,"(46, 9)",3,-0.11
1,145,"(45, 9)",0,-0.11
1,146,"(45, 8)",0,-0.11
1,147,"(45, 7)",1,-0.11
1,148,"(46, 7)",1,-0.11
1,149,"(47, 7)",0,-0.11
1,150,"(47, 6)",0,-0.11
1,151,"(47, 5)",1,-0.11
1,152,"(48, 5)",1,-0.11
1,153,"(49, 5)",2,-0.11
1,154,"(49, 6)",2,-0.11
1,155,"(49, 7)",1,-0.11
1,156,"(50, 7)",1,-0.11
1,157,"(51, 7)",1,-0.11
1,158,"(52, 7)",1,-0.11
1,159,"(53, 7)",1,-0.11
1,160,"(54, 7)",1,-0.11
1,161,"(55, 7)",2,-0.11
1,162,"(55, 8)",2,-0.11
1,163,"(55, 9)",1,-0.11
1,164,"(56, 9)",1,-0.11
1,165,"(57, 9)",2,-0.11
1,166,"(57, 10)",2,-0.11
1,167,"(57, 11)",1,-0.11
1,168,"(58, 11)",1,-0.11
1,169,"(59, 11)",0,-0.11
1,170,"(59, 10)",0,-0.11
1,171,"(59, 9)",0,-0.11
1,172,"(59, 8)",0,-0.11
1,173,"(59, 7)",0,-0.11
1,174,"(59, 6)",0,-0.11
1,175,"(59, 5)",0,-0.11
1,176,"(59, 4)",0,-0.11
1,177,"(59, 3)",0,-0.11
1,178,"(59, 2)",0,-0.11
1,179,"(59, 1)",0,11.11
2,0,"(0, 29)",0,-0.11
2,1,"(0, 28)",1,-0.11
2,2,"(1, 28)",0,-0.11
2,3,"(1, 27)",1,-0.11
2,4,"(2, 27)",1,-0.11
2,5,"(3, 27)",2,-0.11
2,6,"(3, 28)",2,-0.11
2,7,"(3, 29)",1,-0.11
2,8,"(4, 29)",1,-0.11
2,9,"(5, 29)",0,-0.11
2,10,"(5, 28)",0,-0.11
2,11,"(5, 27)",0,-0.11
2,12,"(5, 26)",0,-0.11
2,13,"(5, 25)",1,-0.11
2,14,"(6, 25)",1,-0.11
2,15,"(7, 25)",0,-0.11
2,16,"(7, 24)",0,-0.11
2,17,"(7, 23)",1,-0.11
2,18,"(8, 23)",1,-0.11
2,19,"(9, 23)",1,-0.11
2,20,"(10, 23)",1,-0.11
2,21,"(11, 23)",2,-0.11
2,22,"(11, 24)",2,-0.11
2,23,"(11, 25)",1,-0.11
2,24,"(12, 25)",1,-0.11
2,25,"(13, 25)",1,-0.11
2,26,"(14, 25)",1,-0.11
2,27,"(15, 25)",2,-0.11
2,28,"(15, 26)",2,-0.11
2,29,"(15, 27)",2,-0.11
2,30,"(15, 28)",2,-0.11
2,31,"(15, 29)",1,-0.11
2,32,"(16, 29)",1,-0.11
2,33,"(17, 29)",1,-0.11
2,34,"(18, 29)",1,-0.11
2,35,"(19, 29)",1,-0.11
2,36,"(20, 29)",1,-0.11
2,37,"(21, 29)",1,-0.11
2,38,"(22, 29)",1,-0.11
2,39,"(23, 29)",1,-0.11
2,40,"(24, 29)",1,-0.11
2,41,"(25, 29)",1,-0.11
2,42,"(26, 29)",1,-0.11
2,43,"(27, 29)",1,-0.11
2,44,"(28, 29)",1,-0.11
2,45,"(29, 29)",1,-0.11
2,46,"(30, 29)",1,-0.11
2,47,"(31, 29)",1,-0.11
2,48,"(32, 29)",1,-0.11
2,49,"(33, 29)",1,-0.11
2,50,"(34, 29)",1,-0.11
2,51,"(35, 29)",1,-0.11
2,52,"(36, 29)",1,-0.11
2,53,"(37, 29)",0,-0.11
2,54,"(37, 28)",0,-0.11
2,55,"(37, 27)",0,-0.11
2,56,"(37, 26)",0,-0.11
2,57,"(37, 25)",1,-0.11
2,58,"(38, 25)",1,-0.11
2,59,"(39, 25)",1,-0.11
2,60,"(40, 25)",1,-0.11
2,61,"(41, 25)",1,-0.11
2,62,"(42, 25)",1,-0.11
2,63,"(43, 25)",0,-0.11
2,64,"(43, 24)",0,-0.11
2,65,"(43, 23)",1,-0.11
2,66,"(44, 23)",1,-0.11
2,67,"(45, 23)",2,-0.11
2,68,"(45, 24)",2,-0.11
2,69,"(45, 25)",1,-0.11
2,70,"(46, 25)",1,-0.11
2,71,"(47, 25)",0,-0.11
2,72,"(47, 24)",0,-0.11
2,73,"(47, 23)",1,-0.11
2,74,"(48, 23)",1,-0.11
2,75,"(49, 23)",0,-0.11
2,76,"(49, 22)",0,-0.11
2,77,"(49, 21)",1,-0.11
2,78,"(50, 21)",1,-0.11
2,79,"(51, 21)",1,-0.11
2,80,"(52, 21)",1,-0.11
2,81,"(53, 21)",1,-0.11
2,82,"(54, 21)",1,-0.11
2,83,"(55, 21)",0,-0.11
2,84,"(55, 20)",0,-0.11
2,85,"(55, 19)",3,-0.11
2,86,"(54, 19)",3,-0.11
2,87,"(53, 19)",3,-0.11
2,88,"(52, 19)",3,-0.11
2,89,"(51, 19)",3,-0.11
2,90,"(50, 19)",3,-0.11
2,91,"(49, 19)",3,-0.11
2,92,"(48, 19)",3,-0.11
2,93,"(47, 19)",3,-0.11
2,94,"(46, 19)",3,-0.11
2,95,"(45, 19)",0,-0.11
2,96,"(45, 18)",0,-0.11
2,97,"(45, 17)",0,-0.11
2,98,"(45, 16)",0,-0.11
2,99,"(45, 15)",1,-0.11
2,100,"(46, 15)",1,-0.11
2,101,"(47, 15)",1,-0.11
2,102,"(48, 15)",1,-0.11
2,103,"(49, 15)",1,-0.11
2,104,"(50, 15)",1,-0.11
2,105,"(51, 15)",1,-0.11
2,106,"(52, 15)",1,-0.11
2,107,"(53, 15)",1,-0.11
2,108,"(54, 15)",1,-0.11
2,109,"(55, 15)",1,-0.11
2,110,"(56, 15)",1,-0.11
2,111,"(57, 15)",2,-0.11
2,112,"(57, 16)",2,-0.11
2,113,"(57, 17)",2,-0.11
2,114,"(57, 18)",2,-0.11
2,115,"(57, 19)",1,-0.11
2,116,"(58, 19)",1,-0.11
2,117,"(59, 19)",0,-0.11
2,118,"(59, 18)",0,-0.11
2,119,"(59, 17)",0,-0.11
2,120,"(59, 16)",0,-0.11
2,121,"(59, 15)",0,-0.11
