episode,t,obs,act,rew
0,0,"(0, 4)",0,-0.67
0,1,"(0, 3)",0,-66.67
0,2,"(0, 3)",1,-0.67
0,3,"(1, 3)",0,-66.67
0,4,"(1, 3)",1,-0.67
0,5,"(2, 3)",1,-0.67
0,6,"(3, 3)",1,-0.67
0,7,"(4, 3)",0,-66.67
0,8,"(4, 3)",1,-0.67
0,9,"(5, 3)",1,-0.67
0,10,"(6, 3)",1,-0.67
0,11,"(7, 3)",1,-0.67
0,12,"(8, 3)",0,-66.67
0,13,"(8, 3)",1,-0.67
0,14,"(9, 3)",0,-0.67
0,15,"(9, 2)",0,-0.67
0,16,"(9, 1)",0,66.67
1,0,"(0, 4)",0,-0.67
1,1,"(0, 3)",0,-66.67
1,2,"(0, 3)",1,-0.67
1,3,"(1, 3)",1,-0.67
1,4,"(2, 3)",1,-0.67
1,5,"(3, 3)",0,-0.67
1,6,"(3, 2)",0,-0.67
1,7,"(3, 1)",0,-0.67
1,8,"(3, 0)",1,-66.67
1,9,"(3, 0)",2,-0.67
1,10,"(3, 1)",1,-66.67
1,11,"(3, 1)",2,-0.67
1,12,"(3, 2)",2,-0.67
1,13,"(3, 3)",1,-0.67
1,14,"(4, 3)",1,-0.67
1,15,"(5, 3)",1,-0.67
1,16,"(6, 3)",1,-0.67
1,17,"(7, 3)",0,-66.67
1,18,"(7, 3)",1,-0.67
1,19,"(8, 3)",1,-0.67
1,20,"(9, 3)",0,-0.67
1,21,"(9, 2)",0,-0.67
1,22,"(9, 1)",0,66.67
2,0,"(0, 4)",1,-0.67
2,1,"(1, 4)",1,-0.67
2,2,"(2, 4)",0,-0.67
2,3,"(2, 3)",0,-66.67
2,4,"(2, 3)",1,-0.67
2,5,"(3, 3)",0,-0.67
2,6,"(3, 2)",0,-0.67
2,7,"(3, 1)",1,-66.67
2,8,"(3, 1)",2,-0.67
2,9,"(3, 2)",1,-66.67
2,10,"(3, 2)",2,-0.67
2,11,"(3, 3)",1,-0.67
2,12,"(4, 3)",1,-0.67
2,13,"(5, 3)",1,-0.67
2,14,"(6, 3)",1,-0.67
2,15,"(7, 3)",1,-0.67
2,16,"(8, 3)",1,-0.67
2,17,"(9, 3)",0,-0.67
2,18,"(9, 2)",0,-0.67
2,19,"(9, 1)",0,66.67
