episode,t,obs,act,rew
0,0,"(0, 29)",0,-0.11
0,1,"(0, 28)",1,-0.11
0,2,"(1, 28)",1,-0.11
0,3,"(2, 28)",1,-0.11
0,4,"(3, 28)",1,-0.11
0,5,"(4, 28)",1,-0.11
0,6,"(5, 28)",0,-0.11
0,7,"(5, 27)",0,-0.11
0,8,"(5, 26)",0,-0.11
0,9,"(5, 25)",1,-0.11
0,10,"(6, 25)",1,-0.11
0,11,"(7, 25)",0,-0.11
0,12,"(7, 24)",0,-0.11
0,13,"(7, 23)",1,-0.11
0,14,"(8, 23)",1,-0.11
0,15,"(9, 23)",1,-0.11
0,16,"(10, 23)",1,-0.11
0,17,"(11, 23)",1,-0.11
0,18,"(12, 23)",1,-0.11
0,19,"(13, 23)",1,-0.11
0,20,"(14, 23)",1,-0.11
0,21,"(15, 23)",1,-0.11
0,22,"(16, 23)",1,-0.11
0,23,"(17, 23)",1,-0.11
0,24,"(18, 23)",1,-0.11
0,25,"(19, 23)",1,-0.11
0,26,"(20, 23)",1,-0.11
0,27,"(21, 23)",0,-0.11
0,28,"(21, 22)",0,-0.11
0,29,"(21, 21)",0,-0.11
0,30,"(21, 20)",0,-0.11
0,31,"(21, 19)",0,-0.11
0,32,"(21, 18)",0,-0.11
0,33,"(21, 17)",1,-0.11
0,34,"(22, 17)",1,-0.11
0,35,"(23, 17)",1,-0.11
0,36,"(24, 17)",1,-0.11
0,37,"(25, 17)",1,-0.11
0,38,"(26, 17)",1,-0.11
0,39,"(27, 17)",0,-0.11
0,40,"(27, 16)",1,-0.11
0,41,"(28, 16)",1,-0.11
0,42,"(29, 16)",0,-0.11
0,43,"(29, 15)",1,-0.11
0,44,"(30, 15)",1,-0.11
0,45,"(31, 15)",1,-0.11
0,46,"(32, 15)",1,-0.11
0,47,"(33, 15)",1,-0.11
0,48,"(34, 15)",0,-0.11
0,49,"(34, 14)",0,-0.11
0,50,"(34, 13)",1,-0.11
0,51,"(35, 13)",0,-0.11
0,52,"(35, 12)",1,-0.11
0,53,"(36, 12)",0,-0.11
0,54,"(36, 11)",1,-0.11
0,55,"(37, 11)",0,-0.11
0,56,"(37, 10)",0,-0.11
0,57,"(37, 9)",1,-0.11
0,58,"(38, 9)",1,-0.11
0,59,"(39, 9)",1,-0.11
0,60,"(40, 9)",1,-0.11
0,61,"(41, 9)",1,-0.11
0,62,"(42, 9)",1,-0.11
0,63,"(43, 9)",0,-0.11
0,64,"(43, 8)",0,-0.11
0,65,"(43, 7)",1,-0.11
0,66,"(44, 7)",1,-0.11
0,67,"(45, 7)",1,-0.11
0,68,"(46, 7)",1,-0.11
0,69,"(47, 7)",1,-0.11
0,70,"(48, 7)",1,-0.11
0,71,"(49, 7)",1,-0.11
0,72,"(50, 7)",1,-0.11
0,73,"(51, 7)",1,-0.11
0,74,"(52, 7)",1,-0.11
0,75,"(53, 7)",1,-0.11
0,76,"(54, 7)",1,-0.11
0,77,"(55, 7)",0,-0.11
0,78,"(55, 6)",0,-0.11
0,79,"(55, 5)",0,-0.11
0,80,"(55, 4)",1,-0.11
0,81,"(56, 4)",1,-0.11
0,82,"(57, 4)",0,-0.11
0,83,"(57, 3)",1,-0.11
0,84,"(58, 3)",0,-0.11
0,85,"(58, 2)",1,-0.11
0,86,"(59, 2)",0,-0.11
0,87,"(59, 1)",0,11.11
1,0,"(0, 29)",0,-0.11
1,1,"(0, 28)",0,-0.11
1,2,"(0, 27)",0,-0.11
1,3,"(0, 26)",0,-0.11
1,4,"(0, 25)",1,-0.11
1,5,"(1, 25)",1,-0.11
1,6,"(2, 25)",1,-0.11
1,7,"(3, 25)",0,-0.11
1,8,"(3, 24)",0,-0.11
1,9,"(3, 23)",1,-0.11
1,10,"(4, 23)",1,-0.11
1,11,"(5, 23)",1,-0.11
1,12,"(6, 23)",1,-0.11
1,13,"(7, 23)",1,-0.11
1,14,"(8, 23)",1,-0.11
1,15,"(9, 23)",1,-0.11
1,16,"(10, 23)",1,-0.11
1,17,"(11, 23)",1,-0.11
1,18,"(12, 23)",1,-0.11
1,19,"(13, 23)",1,-0.11
1,20,"(14, 23)",1,-0.11
1,21,"(15, 23)",1,-0.11
1,22,"(16, 23)",1,-0.11
1,23,"(17, 23)",1,-0.11
1,24,"(18, 23)",1,-0.11
1,25,"(19, 23)",1,-0.11
1,26,"(20, 23)",1,-0.11
1,27,"(21, 23)",0,-0.11
1,28,"(21, 22)",1,-0.11
1,29,"(22, 22)",0,-0.11
1,30,"(22, 21)",0,-0.11
1,31,"(22, 20)",1,-0.11
