episode,t,obs,act,rew
0,0,"(0, 29)",1,-0.11
0,1,"(1, 29)",0,-0.11
0,2,"(1, 28)",0,-0.11
0,3,"(1, 27)",0,-0.11
0,4,"(1, 26)",0,-0.11
0,5,"(1, 25)",0,-0.11
0,6,"(1, 24)",1,-0.11
0,7,"(2, 24)",1,-0.11
0,8,"(3, 24)",0,-0.11
0,9,"(3, 23)",0,-0.11
0,10,"(3, 22)",0,-0.11
0,11,"(3, 21)",0,-0.11
0,12,"(3, 20)",0,-0.11
0,13,"(3, 19)",1,-0.11
0,14,"(4, 19)",1,-0.11
0,15,"(5, 19)",0,-0.11
0,16,"(5, 18)",1,-0.11
0,17,"(6, 18)",1,-0.11
0,18,"(7, 18)",0,-0.11
0,19,"(7, 17)",1,-0.11
0,20,"(8, 17)",1,-0.11
0,21,"(9, 17)",0,-0.11
0,22,"(9, 16)",0,-0.11
0,23,"(9, 15)",0,-0.11
0,24,"(9, 14)",1,-0.11
0,25,"(10, 14)",0,-0.11
0,26,"(10, 13)",1,-0.11
0,27,"(11, 13)",1,-0.11
0,28,"(12, 13)",1,-0.11
0,29,"(13, 13)",1,-0.11
0,30,"(14, 13)",1,-0.11
0,31,"(15, 13)",1,-0.11
0,32,"(16, 13)",1,-0.11
0,33,"(17, 13)",1,-0.11
0,34,"(18, 13)",0,-0.11
0,35,"(18, 12)",1,-0.11
0,36,"(19, 12)",0,-0.11
0,37,"(19, 11)",1,-0.11
0,38,"(20, 11)",1,-0.11
0,39,"(21, 11)",1,-0.11
0,40,"(22, 11)",1,-0.11
0,41,"(23, 11)",0,-0.11
0,42,"(23, 10)",1,-0.11
0,43,"(24, 10)",1,-0.11
0,44,"(25, 10)",0,-0.11
0,45,"(25, 9)",1,-0.11
0,46,"(26, 9)",1,-0.11
0,47,"(27, 9)",1,-0.11
0,48,"(28, 9)",1,-0.11
0,49,"(29, 9)",1,-0.11
0,50,"(30, 9)",1,-0.11
0,51,"(31, 9)",1,-0.11
0,52,"(32, 9)",1,-0.11
0,53,"(33, 9)",1,-0.11
0,54,"(34, 9)",1,-0.11
0,55,"(35, 9)",0,-0.11
0,56,"(35, 8)",0,-0.11
0,57,"(35, 7)",0,-0.11
0,58,"(35, 6)",1,-0.11
0,59,"(36, 6)",1,-0.11
0,60,"(37, 6)",1,-0.11
0,61,"(38, 6)",1,-0.11
0,62,"(39, 6)",0,-0.11
0,63,"(39, 5)",1,-0.11
0,64,"(40, 5)",1,-0.11
0,65,"(41, 5)",0,-0.11
0,66,"(41, 4)",0,-0.11
0,67,"(41, 3)",1,-0.11
0,68,"(42, 3)",1,-0.11
0,69,"(43, 3)",1,-0.11
0,70,"(44, 3)",1,-0.11
0,71,"(45, 3)",1,-0.11
0,72,"(46, 3)",1,-0.11
0,73,"(47, 3)",1,-0.11
0,74,"(48, 3)",1,-0.11
0,75,"(49, 3)",1,-0.11
0,76,"(50, 3)",1,-0.11
0,77,"(51, 3)",1,-0.11
0,78,"(52, 3)",1,-0.11
0,79,"(53, 3)",1,-0.11
0,80,"(54, 3)",0,-0.11
0,81,"(54, 2)",1,-0.11
0,82,"(55, 2)",0,-0.11
0,83,"(55, 1)",1,-0.11
0,84,"(56, 1)",1,-0.11
0,85,"(57, 1)",1,-0.11
0,86,"(58, 1)",0,-0.11
0,87,"(58, 0)",1,11.11
1,0,"(0, 29)",1,-0.11
1,1,"(1, 29)",0,-0.11
1,2,"(1, 28)",0,-0.11
1,3,"(1, 27)",0,-0.11
1,4,"(1, 26)",0,-0.11
1,5,"(1, 25)",1,-0.11
1,6,"(2, 25)",0,-0.11
1,7,"(2, 24)",1,-0.11
1,8,"(3, 24)",0,-0.11
1,9,"(3, 23)",0,-0.11
1,10,"(3, 22)",0,-0.11
1,11,"(3, 21)",0,-0.11
1,12,"(3, 20)",1,-0.11
1,13,"(4, 20)",1,-0.11
1,14,"(5, 20)",0,-0.11
1,15,"(5, 19)",0,-0.11
1,16,"(5, 18)",0,-0.11
1,17,"(5, 17)",1,-0.11
1,18,"(6, 17)",1,-0.11
1,19,"(7, 17)",0,-0.11
1,20,"(7, 16)",0,-0.11
1,21,"(7, 15)",1,-0.11
1,22,"(8, 15)",1,-0.11
1,23,"(9, 15)",0,-0.11
1,24,"(9, 14)",0,-0.11
1,25,"(9, 13)",1,-0.11
1,26,"(10, 13)",1,-0.11
1,27,"(11, 13)",1,-0.11
1,28,"(12, 13)",1,-0.11
1,29,"(13, 13)",1,-0.11
1,30,"(14, 13)",1,-0.11
1,31,"(15, 13)",1,-0.11
1,32,"(16, 13)",1,-0.11
1,33,"(17, 13)",0,-0.11
1,34,"(17, 12)",1,-0.11
1,35,"(18, 12)",1,-0.11
1,36,"(19, 12)",0,-0.11
1,37,"(19, 11)",1,-0.11
1,38,"(20, 11)",1,-0.11
1,39,"(21, 11)",1,-0.11
1,40,"(22, 11)",1,-0.11
1,41,"(23, 11)",0,-0.11
1,42,"(23, 10)",1,-0.11
1,43,"(24, 10)",1,-0.11
1,44,"(25, 10)",1,-0.11
1,45,"(26, 10)",1,-0.11
1,46,"(27, 10)",1,-0.11
1,47,"(28, 10)",0,-0.11
1,48,"(28, 9)",1,-0.11
1,49,"(29, 9)",1,-0.11
1,50,"(30, 9)",1,-0.11
1,51,"(31, 9)",1,-0.11
1,52,"(32, 9)",1,-0.11
1,53,"(33, 9)",1,-0.11
1,54,"(34, 9)",0,-0.11
1,55,"(34, 8)",1,-0.11
1,56,"(35, 8)",0,-0.11
1,57,"(35, 7)",0,-0.11
1,58,"(35, 6)",1,-0.11
1,59,"(36, 6)",1,-0.11
1,60,"(37, 6)",1,-0.11
1,61,"(38, 6)",1,-0.11
1,62,"(39, 6)",0,-0.11
1,63,"(39, 5)",1,-0.11
1,64,"(40, 5)",1,-0.11
1,65,"(41, 5)",0,-0.11
1,66,"(41, 4)",0,-0.11
1,67,"(41, 3)",1,-0.11
1,68,"(42, 3)",1,-0.11
1,69,"(43, 3)",1,-0.11
1,70,"(44, 3)",1,-0.11
1,71,"(45, 3)",1,-0.11
1,72,"(46, 3)",1,-0.11
1,73,"(47, 3)",0,-0.11
1,74,"(47, 2)",0,-0.11
1,75,"(47, 1)",1,-0.11
1,76,"(48, 1)",1,-0.11
1,77,"(49, 1)",1,-0.11
1,78,"(50, 1)",1,-0.11
1,79,"(51, 1)",1,-0.11
1,80,"(52, 1)",1,-0.11
1,81,"(53, 1)",1,-0.11
1,82,"(54, 1)",1,-0.11
1,83,"(55, 1)",1,-0.11
1,84,"(56, 1)",1,-0.11
1,85,"(57, 1)",0,-0.11
1,86,"(57, 0)",1,-0.11
1,87,"(58, 0)",1,11.11
2,0,"(0, 29)",0,-0.11
2,1,"(0, 28)",0,-0.11
2,2,"(0, 27)",1,-0.11
2,3,"(1, 27)",0,-0.11
2,4,"(1, 26)",0,-0.11
2,5,"(1, 25)",1,-0.11
2,6,"(2, 25)",0,-0.11
2,7,"(2, 24)",1,-0.11
2,8,"(3, 24)",0,-0.11
2,9,"(3, 23)",0,-0.11
2,10,"(3, 22)",0,-0.11
2,11,"(3, 21)",0,-0.11
2,12,"(3, 20)",0,-0.11
2,13,"(3, 19)",1,-0.11
2,14,"(4, 19)",1,-0.11
2,15,"(5, 19)",0,-0.11
2,16,"(5, 18)",1,-0.11
2,17,"(6, 18)",0,-0.11
2,18,"(6, 17)",1,-0.11
2,19,"(7, 17)",0,-0.11
2,20,"(7, 16)",0,-0.11
2,21,"(7, 15)",0,-0.11
2,22,"(7, 14)",0,-0.11
2,23,"(7, 13)",1,-0.11
2,24,"(8, 13)",1,-0.11
2,25,"(9, 13)",1,-0.11
2,26,"(10, 13)",1,-0.11
2,27,"(11, 13)",1,-0.11
2,28,"(12, 13)",1,-0.11
2,29,"(13, 13)",1,-0.11
2,30,"(14, 13)",1,-0.11
2,31,"(15, 13)",1,-0.11
2,32,"(16, 13)",1,-0.11
2,33,"(17, 13)",0,-0.11
2,34,"(17, 12)",1,-0.11
2,35,"(18, 12)",1,-0.11
2,36,"(19, 12)",0,-0.11
2,37,"(19, 11)",1,-0.11
2,38,"(20, 11)",1,-0.11
2,39,"(21, 11)",1,-0.11
2,40,"(22, 11)",1,-0.11
2,41,"(23, 11)",0,-0.11
2,42,"(23, 10)",1,-0.11
2,43,"(24, 10)",1,-0.11
2,44,"(25, 10)",1,-0.11
2,45,"(26, 10)",1,-0.11
2,46,"(27, 10)",0,-0.11
2,47,"(27, 9)",1,-0.11
2,48,"(28, 9)",1,-0.11
2,49,"(29, 9)",1,-0.11
2,50,"(30, 9)",1,-0.11
2,51,"(31, 9)",1,-0.11
2,52,"(32, 9)",1,-0.11
2,53,"(33, 9)",1,-0.11
2,54,"(34, 9)",1,-0.11
2,55,"(35, 9)",1,-0.11
2,56,"(36, 9)",1,-0.11
2,57,"(37, 9)",0,-0.11
2,58,"(37, 8)",1,-0.11
2,59,"(38, 8)",1,-0.11
2,60,"(39, 8)",0,-0.11
2,61,"(39, 7)",0,-0.11
2,62,"(39, 6)",0,-0.11
2,63,"(39, 5)",0,-0.11
2,64,"(39, 4)",0,-0.11
2,65,"(39, 3)",1,-0.11
2,66,"(40, 3)",1,-0.11
2,67,"(41, 3)",1,-0.11
2,68,"(42, 3)",1,-0.11
2,69,"(43, 3)",1,-0.11
2,70,"(44, 3)",1,-0.11
2,71,"(45, 3)",1,-0.11
2,72,"(46, 3)",1,-0.11
2,73,"(47, 3)",1,-0.11
2,74,"(48, 3)",1,-0.11
2,75,"(49, 3)",1,-0.11
2,76,"(50, 3)",1,-0.11
2,77,"(51, 3)",1,-0.11
2,78,"(52, 3)",1,-0.11
2,79,"(53, 3)",1,-0.11
2,80,"(54, 3)",1,-0.11
2,81,"(55, 3)",0,-0.11
2,82,"(55, 2)",0,-0.11
2,83,"(55, 1)",1,-0.11
2,84,"(56, 1)",1,-0.11
2,85,"(57, 1)",0,-0.11
2,86,"(57, 0)",1,-0.11
2,87,"(58, 0)",1,11.11
3,0,"(0, 29)",0,-0.11
3,1,"(0, 28)",0,-0.11
3,2,"(0, 27)",1,-0.11
3,3,"(1, 27)",0,-0.11
3,4,"(1, 26)",0,-0.11
3,5,"(1, 25)",0,-0.11
3,6,"(1, 24)",1,-0.11
3,7,"(2, 24)",1,-0.11
3,8,"(3, 24)",1,-0.11
3,9,"(4, 24)",0,-0.11
3,10,"(4, 23)",0,-0.11
3,11,"(4, 22)",1,-0.11
3,12,"(5, 22)",1,-0.11
3,13,"(6, 22)",1,-0.11
3,14,"(7, 22)",0,-0.11
3,15,"(7, 21)",1,-0.11
3,16,"(8, 21)",0,-0.11
3,17,"(8, 20)",0,-0.11
3,18,"(8, 19)",1,-0.11
3,19,"(9, 19)",0,-0.11
3,20,"(9, 18)",1,-0.11
3,21,"(10, 18)",0,-0.11
3,22,"(10, 17)",1,-0.11
3,23,"(11, 17)",1,-0.11
3,24,"(12, 17)",1,-0.11
3,25,"(13, 17)",1,-0.11
3,26,"(14, 17)",1,-0.11
3,27,"(15, 17)",1,-0.11
3,28,"(16, 17)",1,-0.11
3,29,"(17, 17)",1,-0.11
3,30,"(18, 17)",1,-0.11
3,31,"(19, 17)",0,-0.11
3,32,"(19, 16)",0,-0.11
3,33,"(19, 15)",0,-0.11
3,34,"(19, 14)",0,-0.11
3,35,"(19, 13)",0,-0.11
3,36,"(19, 12)",0,-0.11
3,37,"(19, 11)",1,-0.11
3,38,"(20, 11)",1,-0.11
3,39,"(21, 11)",1,-0.11
3,40,"(22, 11)",1,-0.11
3,41,"(23, 11)",0,-0.11
3,42,"(23, 10)",1,-0.11
3,43,"(24, 10)",1,-0.11
3,44,"(25, 10)",0,-0.11
3,45,"(25, 9)",1,-0.11
3,46,"(26, 9)",1,-0.11
3,47,"(27, 9)",1,-0.11
3,48,"(28, 9)",1,-0.11
3,49,"(29, 9)",1,-0.11
3,50,"(30, 9)",1,-0.11
3,51,"(31, 9)",1,-0.11
3,52,"(32, 9)",1,-0.11
3,53,"(33, 9)",1,-0.11
3,54,"(34, 9)",0,-0.11
3,55,"(34, 8)",1,-0.11
3,56,"(35, 8)",0,-0.11
3,57,"(35, 7)",0,-0.11
3,58,"(35, 6)",1,-0.11
3,59,"(36, 6)",1,-0.11
3,60,"(37, 6)",0,-0.11
3,61,"(37, 5)",0,-0.11
3,62,"(37, 4)",0,-0.11
3,63,"(37, 3)",1,-0.11
3,64,"(38, 3)",1,-0.11
3,65,"(39, 3)",1,-0.11
3,66,"(40, 3)",1,-0.11
3,67,"(41, 3)",1,-0.11
3,68,"(42, 3)",1,-0.11
3,69,"(43, 3)",1,-0.11
3,70,"(44, 3)",1,-0.11
3,71,"(45, 3)",1,-0.11
3,72,"(46, 3)",0,-0.11
3,73,"(46, 2)",1,-0.11
3,74,"(47, 2)",1,-0.11
3,75,"(48, 2)",0,-0.11
3,76,"(48, 1)",1,-0.11
3,77,"(49, 1)",1,-0.11
3,78,"(50, 1)",1,-0.11
3,79,"(51, 1)",1,-0.11
3,80,"(52, 1)",1,-0.11
3,81,"(53, 1)",1,-0.11
3,82,"(54, 1)",1,-0.11
3,83,"(55, 1)",1,-0.11
3,84,"(56, 1)",1,-0.11
3,85,"(57, 1)",0,-0.11
3,86,"(57, 0)",1,-0.11
3,87,"(58, 0)",1,11.11
4,0,"(0, 29)",0,-0.11
4,1,"(0, 28)",1,-0.11
4,2,"(1, 28)",0,-0.11
4,3,"(1, 27)",0,-0.11
4,4,"(1, 26)",0,-0.11
4,5,"(1, 25)",0,-0.11
4,6,"(1, 24)",1,-0.11
4,7,"(2, 24)",1,-0.11
4,8,"(3, 24)",0,-0.11
4,9,"(3, 23)",0,-0.11
4,10,"(3, 22)",1,-0.11
4,11,"(4, 22)",1,-0.11
4,12,"(5, 22)",0,-0.11
4,13,"(5, 21)",0,-0.11
4,14,"(5, 20)",0,-0.11
4,15,"(5, 19)",0,-0.11
4,16,"(5, 18)",0,-0.11
4,17,"(5, 17)",1,-0.11
4,18,"(6, 17)",1,-0.11
4,19,"(7, 17)",0,-0.11
4,20,"(7, 16)",0,-0.11
4,21,"(7, 15)",1,-0.11
4,22,"(8, 15)",1,-0.11
4,23,"(9, 15)",1,-0.11
4,24,"(10, 15)",0,-0.11
4,25,"(10, 14)",0,-0.11
4,26,"(10, 13)",1,-0.11
4,27,"(11, 13)",1,-0.11
4,28,"(12, 13)",1,-0.11
4,29,"(13, 13)",1,-0.11
4,30,"(14, 13)",1,-0.11
4,31,"(15, 13)",1,-0.11
4,32,"(16, 13)",1,-0.11
4,33,"(17, 13)",1,-0.11
4,34,"(18, 13)",0,-0.11
4,35,"(18, 12)",1,-0.11
4,36,"(19, 12)",0,-0.11
4,37,"(19, 11)",1,-0.11
4,38,"(20, 11)",1,-0.11
4,39,"(21, 11)",1,-0.11
4,40,"(22, 11)",1,-0.11
4,41,"(23, 11)",0,-0.11
4,42,"(23, 10)",1,-0.11
4,43,"(24, 10)",1,-0.11
4,44,"(25, 10)",0,-0.11
4,45,"(25, 9)",1,-0.11
4,46,"(26, 9)",1,-0.11
4,47,"(27, 9)",1,-0.11
4,48,"(28, 9)",1,-0.11
4,49,"(29, 9)",1,-0.11
4,50,"(30, 9)",1,-0.11
4,51,"(31, 9)",1,-0.11
4,52,"(32, 9)",1,-0.11
4,53,"(33, 9)",1,-0.11
4,54,"(34, 9)",1,-0.11
4,55,"(35, 9)",0,-0.11
4,56,"(35, 8)",0,-0.11
4,57,"(35, 7)",0,-0.11
4,58,"(35, 6)",0,-0.11
4,59,"(35, 5)",0,-0.11
4,60,"(35, 4)",1,-0.11
4,61,"(36, 4)",1,-0.11
4,62,"(37, 4)",1,-0.11
4,63,"(38, 4)",0,-0.11
4,64,"(38, 3)",1,-0.11
4,65,"(39, 3)",1,-0.11
4,66,"(40, 3)",1,-0.11
4,67,"(41, 3)",1,-0.11
4,68,"(42, 3)",1,-0.11
4,69,"(43, 3)",0,-0.11
4,70,"(43, 2)",0,-0.11
4,71,"(43, 1)",1,-0.11
4,72,"(44, 1)",1,-0.11
4,73,"(45, 1)",1,-0.11
4,74,"(46, 1)",1,-0.11
4,75,"(47, 1)",1,-0.11
4,76,"(48, 1)",1,-0.11
4,77,"(49, 1)",1,-0.11
4,78,"(50, 1)",1,-0.11
4,79,"(51, 1)",1,-0.11
4,80,"(52, 1)",1,-0.11
4,81,"(53, 1)",1,-0.11
4,82,"(54, 1)",1,-0.11
4,83,"(55, 1)",1,-0.11
4,84,"(56, 1)",1,-0.11
4,85,"(57, 1)",1,-0.11
4,86,"(58, 1)",0,-0.11
4,87,"(58, 0)",1,11.11
5,0,"(0, 29)",0,-0.11
5,1,"(0, 28)",1,-0.11
5,2,"(1, 28)",0,-0.11
5,3,"(1, 27)",1,-0.11
5,4,"(2, 27)",0,-0.11
5,5,"(2, 26)",1,-0.11
5,6,"(3, 26)",0,-0.11
5,7,"(3, 25)",0,-0.11
5,8,"(3, 24)",0,-0.11
5,9,"(3, 23)",1,-0.11
5,10,"(4, 23)",1,-0.11
5,11,"(5, 23)",1,-0.11
5,12,"(6, 23)",1,-0.11
5,13,"(7, 23)",0,-0.11
5,14,"(7, 22)",0,-0.11
5,15,"(7, 21)",1,-0.11
5,16,"(8, 21)",1,-0.11
5,17,"(9, 21)",1,-0.11
5,18,"(10, 21)",1,-0.11
5,19,"(11, 21)",1,-0.11
5,20,"(12, 21)",1,-0.11
5,21,"(13, 21)",1,-0.11
5,22,"(14, 21)",0,-0.11
5,23,"(14, 20)",1,-0.11
5,24,"(15, 20)",0,-0.11
5,25,"(15, 19)",0,-0.11
5,26,"(15, 18)",0,-0.11
5,27,"(15, 17)",1,-0.11
5,28,"(16, 17)",1,-0.11
5,29,"(17, 17)",1,-0.11
5,30,"(18, 17)",1,-0.11
5,31,"(19, 17)",0,-0.11
5,32,"(19, 16)",0,-0.11
5,33,"(19, 15)",1,-0.11
5,34,"(20, 15)",1,-0.11
5,35,"(21, 15)",1,-0.11
5,36,"(22, 15)",1,-0.11
5,37,"(23, 15)",0,-0.11
5,38,"(23, 14)",0,-0.11
5,39,"(23, 13)",0,-0.11
5,40,"(23, 12)",0,-0.11
5,41,"(23, 11)",0,-0.11
