episode,t,obs,act,rew
0,0,"(0, 29)",1,-0.11
0,1,"(1, 29)",1,-11.11
0,2,"(1, 29)",0,-0.11
0,3,"(1, 28)",0,-0.11
0,4,"(1, 27)",1,-0.11
0,5,"(2, 27)",0,-11.11
0,6,"(2, 27)",1,-0.11
0,7,"(3, 27)",0,-11.11
0,8,"(3, 27)",2,-0.11
0,9,"(3, 28)",1,-11.11
0,10,"(3, 28)",2,-0.11
0,11,"(3, 29)",1,-0.11
0,12,"(4, 29)",1,-0.11
0,13,"(5, 29)",1,-0.11
0,14,"(6, 29)",1,-0.11
0,15,"(7, 29)",0,-0.11
0,16,"(7, 28)",0,-0.11
0,17,"(7, 27)",1,-0.11
0,18,"(8, 27)",1,-0.11
0,19,"(9, 27)",1,-0.11
0,20,"(10, 27)",1,-0.11
0,21,"(11, 27)",2,-0.11
0,22,"(11, 28)",2,-0.11
0,23,"(11, 29)",1,-0.11
0,24,"(12, 29)",1,-0.11
0,25,"(13, 29)",1,-0.11
0,26,"(14, 29)",1,-0.11
0,27,"(15, 29)",1,-0.11
0,28,"(16, 29)",1,-0.11
0,29,"(17, 29)",1,-0.11
0,30,"(18, 29)",1,-0.11
0,31,"(19, 29)",1,-0.11
0,32,"(20, 29)",1,-0.11
0,33,"(21, 29)",1,-0.11
0,34,"(22, 29)",1,-0.11
0,35,"(23, 29)",1,-0.11
0,36,"(24, 29)",1,-0.11
0,37,"(25, 29)",1,-0.11
0,38,"(26, 29)",1,-0.11
0,39,"(27, 29)",1,-0.11
0,40,"(28, 29)",1,-0.11
0,41,"(29, 29)",1,-0.11
0,42,"(30, 29)",1,-0.11
0,43,"(31, 29)",1,-0.11
0,44,"(32, 29)",0,-0.11
0,45,"(32, 28)",0,-0.11
0,46,"(32, 27)",1,-0.11
0,47,"(33, 27)",1,-0.11
0,48,"(34, 27)",1,-0.11
0,49,"(35, 27)",0,-0.11
0,50,"(35, 26)",0,-0.11
0,51,"(35, 25)",0,-0.11
0,52,"(35, 24)",0,-0.11
0,53,"(35, 23)",1,-0.11
0,54,"(36, 23)",1,-0.11
0,55,"(37, 23)",0,-0.11
0,56,"(37, 22)",1,-0.11
0,57,"(38, 22)",1,-0.11
0,58,"(39, 22)",0,-0.11
0,59,"(39, 21)",0,-0.11
0,60,"(39, 20)",0,-0.11
0,61,"(39, 19)",1,-0.11
0,62,"(40, 19)",1,-0.11
0,63,"(41, 19)",1,-0.11
0,64,"(42, 19)",1,-0.11
0,65,"(43, 19)",0,-0.11
0,66,"(43, 18)",1,-0.11
0,67,"(44, 18)",0,-0.11
0,68,"(44, 17)",1,-0.11
0,69,"(45, 17)",0,-0.11
0,70,"(45, 16)",0,-0.11
0,71,"(45, 15)",1,-0.11
0,72,"(46, 15)",1,-0.11
0,73,"(47, 15)",1,-0.11
0,74,"(48, 15)",1,-0.11
0,75,"(49, 15)",1,-0.11
0,76,"(50, 15)",1,-0.11
0,77,"(51, 15)",1,-0.11
0,78,"(52, 15)",1,-0.11
0,79,"(53, 15)",1,-0.11
0,80,"(54, 15)",1,-0.11
0,81,"(55, 15)",0,-0.11
0,82,"(55, 14)",0,-0.11
0,83,"(55, 13)",3,-0.11
0,84,"(54, 13)",0,-0.11
0,85,"(54, 12)",0,-0.11
0,86,"(54, 11)",1,-0.11
0,87,"(55, 11)",0,-0.11
0,88,"(55, 10)",0,-0.11
0,89,"(55, 9)",0,-0.11
0,90,"(55, 8)",0,-0.11
0,91,"(55, 7)",0,-0.11
0,92,"(55, 6)",0,-0.11
0,93,"(55, 5)",1,-0.11
0,94,"(56, 5)",1,-0.11
0,95,"(57, 5)",0,-0.11
0,96,"(57, 4)",0,-0.11
0,97,"(57, 3)",0,-0.11
0,98,"(57, 2)",0,-0.11
0,99,"(57, 1)",0,-0.11
0,100,"(57, 0)",1,-0.11
0,101,"(58, 0)",1,11.11
1,0,"(0, 29)",0,-0.11
1,1,"(0, 28)",1,-0.11
1,2,"(1, 28)",0,-0.11
1,3,"(1, 27)",0,-0.11
1,4,"(1, 26)",0,-0.11
1,5,"(1, 25)",1,-11.11
1,6,"(1, 25)",0,-0.11
1,7,"(1, 24)",0,-0.11
1,8,"(1, 23)",0,-0.11
1,9,"(1, 22)",1,-0.11
1,10,"(2, 22)",1,-0.11
1,11,"(3, 22)",1,-0.11
1,12,"(4, 22)",2,-0.11
1,13,"(4, 23)",1,-0.11
1,14,"(5, 23)",1,-11.11
1,15,"(5, 23)",0,-0.11
1,16,"(5, 22)",0,-0.11
1,17,"(5, 21)",0,-0.11
1,18,"(5, 20)",0,-0.11
1,19,"(5, 19)",0,-0.11
1,20,"(5, 18)",0,-0.11
1,21,"(5, 17)",1,-0.11
1,22,"(6, 17)",1,-0.11
1,23,"(7, 17)",1,-0.11
1,24,"(8, 17)",1,-0.11
1,25,"(9, 17)",2,-0.11
1,26,"(9, 18)",2,-0.11
1,27,"(9, 19)",2,-0.11
1,28,"(9, 20)",2,-0.11
1,29,"(9, 21)",1,-0.11
1,30,"(10, 21)",1,-0.11
1,31,"(11, 21)",1,-0.11
1,32,"(12, 21)",1,-0.11
1,33,"(13, 21)",2,-0.11
1,34,"(13, 22)",2,-0.11
1,35,"(13, 23)",1,-0.11
1,36,"(14, 23)",1,-0.11
1,37,"(15, 23)",1,-0.11
1,38,"(16, 23)",1,-0.11
1,39,"(17, 23)",1,-0.11
1,40,"(18, 23)",1,-0.11
1,41,"(19, 23)",1,-0.11
1,42,"(20, 23)",1,-0.11
1,43,"(21, 23)",1,-0.11
1,44,"(22, 23)",1,-0.11
1,45,"(23, 23)",1,-0.11
1,46,"(24, 23)",1,-0.11
1,47,"(25, 23)",0,-0.11
1,48,"(25, 22)",1,-0.11
1,49,"(26, 22)",1,-0.11
1,50,"(27, 22)",2,-0.11
1,51,"(27, 23)",1,-0.11
1,52,"(28, 23)",1,-0.11
1,53,"(29, 23)",0,-0.11
