episode,t,obs,act,rew
0,0,"(0, 29)",0,-0.11
0,1,"(0, 28)",1,-0.11
0,2,"(1, 28)",1,-0.11
0,3,"(2, 28)",1,-0.11
0,4,"(3, 28)",1,-0.11
0,5,"(4, 28)",1,-0.11
0,6,"(5, 28)",1,-0.11
0,7,"(6, 28)",1,-0.11
0,8,"(7, 28)",1,-11.11
0,9,"(7, 28)",0,-0.11
0,10,"(7, 27)",0,-0.11
0,11,"(7, 26)",0,-0.11
0,12,"(7, 25)",1,-11.11
0,13,"(7, 25)",0,-0.11
0,14,"(7, 24)",0,-0.11
0,15,"(7, 23)",0,-0.11
0,16,"(7, 22)",0,-0.11
0,17,"(7, 21)",1,-0.11
0,18,"(8, 21)",1,-0.11
0,19,"(9, 21)",0,-0.11
0,20,"(9, 20)",1,-0.11
0,21,"(10, 20)",0,-0.11
0,22,"(10, 19)",1,-0.11
0,23,"(11, 19)",0,-0.11
0,24,"(11, 18)",0,-0.11
0,25,"(11, 17)",1,-0.11
0,26,"(12, 17)",1,-0.11
0,27,"(13, 17)",1,-0.11
0,28,"(14, 17)",1,-0.11
0,29,"(15, 17)",1,-0.11
0,30,"(16, 17)",1,-0.11
0,31,"(17, 17)",1,-0.11
0,32,"(18, 17)",1,-0.11
0,33,"(19, 17)",0,-0.11
0,34,"(19, 16)",0,-0.11
0,35,"(19, 15)",0,-0.11
0,36,"(19, 14)",1,-0.11
0,37,"(20, 14)",0,-0.11
0,38,"(20, 13)",1,-0.11
0,39,"(21, 13)",0,-0.11
0,40,"(21, 12)",1,-0.11
0,41,"(22, 12)",1,-0.11
0,42,"(23, 12)",0,-0.11
0,43,"(23, 11)",0,-0.11
0,44,"(23, 10)",1,-0.11
0,45,"(24, 10)",1,-0.11
0,46,"(25, 10)",1,-0.11
0,47,"(26, 10)",1,-0.11
0,48,"(27, 10)",0,-0.11
0,49,"(27, 9)",1,-0.11
0,50,"(28, 9)",1,-0.11
0,51,"(29, 9)",1,-0.11
0,52,"(30, 9)",1,-0.11
0,53,"(31, 9)",1,-0.11
0,54,"(32, 9)",1,-0.11
0,55,"(33, 9)",1,-0.11
0,56,"(34, 9)",1,-0.11
0,57,"(35, 9)",0,-0.11
0,58,"(35, 8)",0,-0.11
0,59,"(35, 7)",0,-0.11
0,60,"(35, 6)",1,-0.11
0,61,"(36, 6)",1,-0.11
0,62,"(37, 6)",0,-0.11
0,63,"(37, 5)",0,-0.11
0,64,"(37, 4)",1,-0.11
0,65,"(38, 4)",1,-0.11
0,66,"(39, 4)",0,-0.11
0,67,"(39, 3)",0,-11.11
0,68,"(39, 3)",1,-0.11
0,69,"(40, 3)",1,-0.11
0,70,"(41, 3)",1,-0.11
0,71,"(42, 3)",1,-0.11
0,72,"(43, 3)",0,-0.11
0,73,"(43, 2)",0,-0.11
0,74,"(43, 1)",1,-0.11
0,75,"(44, 1)",1,-0.11
0,76,"(45, 1)",1,-0.11
0,77,"(46, 1)",1,-0.11
0,78,"(47, 1)",1,-0.11
0,79,"(48, 1)",1,-0.11
0,80,"(49, 1)",1,-0.11
0,81,"(50, 1)",1,-0.11
0,82,"(51, 1)",1,-0.11
0,83,"(52, 1)",1,-0.11
0,84,"(53, 1)",1,-0.11
0,85,"(54, 1)",1,-0.11
0,86,"(55, 1)",1,-0.11
0,87,"(56, 1)",1,-0.11
0,88,"(57, 1)",0,-0.11
0,89,"(57, 0)",1,-0.11
0,90,"(58, 0)",1,11.11
1,0,"(0, 29)",0,-0.11
1,1,"(0, 28)",0,-0.11
1,2,"(0, 27)",0,-0.11
1,3,"(0, 26)",0,-0.11
1,4,"(0, 25)",1,-0.11
1,5,"(1, 25)",1,-0.11
1,6,"(2, 25)",0,-11.11
1,7,"(2, 25)",1,-0.11
1,8,"(3, 25)",0,-0.11
1,9,"(3, 24)",1,-0.11
1,10,"(4, 24)",0,-0.11
1,11,"(4, 23)",1,-0.11
1,12,"(5, 23)",0,-0.11
1,13,"(5, 22)",1,-0.11
1,14,"(6, 22)",1,-0.11
1,15,"(7, 22)",0,-0.11
1,16,"(7, 21)",0,-0.11
1,17,"(7, 20)",0,-0.11
1,18,"(7, 19)",0,-0.11
1,19,"(7, 18)",0,-0.11
1,20,"(7, 17)",1,-0.11
1,21,"(8, 17)",1,-0.11
1,22,"(9, 17)",1,-0.11
1,23,"(10, 17)",1,-0.11
1,24,"(11, 17)",1,-0.11
1,25,"(12, 17)",1,-0.11
1,26,"(13, 17)",1,-0.11
1,27,"(14, 17)",1,-0.11
1,28,"(15, 17)",1,-0.11
